ID;BUURT;CRIMES_2010;CRIMES_2011;CRIMES_2012;CRIMES_2013;CRIMES_2014;SAFETY_RATE_2014;CRIME_RATE_2014;GP_2013;GP_2014;GP_2015;PHARM_2014;PHARM_2015;RECR_TERR_2015;AGRI_TERR_2015;POP_2015;%NON-WEST_2015;%65PLUS_2015;%FAM_KIDS_2015;POP_2020;HOUS_2015;AVG_OCC_2015;AVG_SIZE_2015;AVG_HOUS_2015;%OWN_OCC_2015;AVG_LENGTH_STAY_2015;%LOW_INC_HOUS_2012;AVG_DISP_INC_2012;POP_0-3_2015;POP_4-12_2015;POP_13-17_2015;POP_18-22_2015;POP_23-24_2015;POP_25-49_2015;POP_50-64_2015;POP_65_2015;SURIN_2015;ANTIL_2015;TURK_2015;MAROK_2015;NON_WEST_IMM_2015;WEST_IMM_2015;AUTOCH_2015;LESS_1_RES_2015;TIME_1-4_RES_2015;TIME_5-9_RES_2015;TIME_10-14_RES_2015;TIME_15-19_RES_2015;TIME_20-24_RES_2015;PLUS_25_RES_2015;BIRTH_2010;BIRTH_2011;BIRTH_2012;BIRTH_2013;BIRTH_2014;DEATH_2010;DEATH_2011;DEATH_2012;DEATH_2013;DEATH_2014;BUSIN_2011;BUSIN_2012;BUSIN_2013;BUSIN_2014;BUSIN_2015;EMPLOY_2011;EMPLOY_2012;EMPLOY_2013;EMPLOY_2014;EMPLOY_2015;UNEMP_BEN_15-34_2015;UNEMP_BEN_35-54_2015;UNEMP_BEN_55-65_2015;SCHOOLS_2015;PROP_VALUE_*1000_2011;PROP_VALUE_*1000_2012;PROP_VALUE_*1000_2013;PROP_VALUE_*1000_2014;PROP_VALUE_*1000_2015;HOUSE_FOREC_2015;HOUSE_FOREC_2020;HOUSE_FOREC_2025;HOUSE_FOREC_2030;HOUSE_FOREC_2035;TOT_INHAB_ADD_2015;;;;;
K25;Nieuwe Pijp;1044;1173;1279;1094;969;97;80;12;11;12;0;1;1.07;0,00;12247;20,7;10,0;15,2;12696;7327;1,67;2,7;238;28,3;8,3;33,8;1832;517;586;244;680;611;6552;1828;1229;571;111;275;575;2536;2461;7250;1130;2970;2197;1140;897;750;3163;183;161;172;188;179;80;94;83;82;65;1608;1645;1711;1785;1832;4374;4343;4485;4235;4325;80;190;70;3;244;247;239;233;238;7327;7546;7546;7546;7546;6966;;;;;
K26;Diamantbuurt;461;486;428;437;425;88;67;0;0;0;1;1;0,00;0,00;8237;34,1;13,3;22,6;8237;4567;1,80;3,1;228;13,9;10,5;37,8;826;319;532;343;556;280;3333;1775;1099;605;97;318;890;2806;1424;4007;496;1459;1168;803;770;663;2878;77;80;92;111;83;47;54;57;55;48;673;718;754;769;826;1238;1264;1387;1319;1424;30;140;80;1;245;247;236;226;228;4567;4569;4569;4569;4569;4469;;;;;
K44;Hoofddorppleinbuurt;1101;1186;1092;994;984;90;94;4;4;4;1;1;10.21;0,00;11570;13,1;9,1;19,3;11831;6424;1,80;3,1;233;37,7;8,7;24,2;1862;653;700;285;624;438;6149;1636;1054;316;113;126;229;784;2212;7822;1101;2679;2226;1263;858;681;2731;213;209;206;224;212;46;65;53;41;48;1521;1599;1689;1749;1862;5803;5704;5985;5658;5967;70;160;50;2;247;250;245;234;233;6424;6511;6549;6549;6549;6203;;;;;
K45;Schinkelbuurt;408;393;316;322;333;94;95;0;0;0;0;0;2.55;0,00;3801;16,4;8,6;16,6;3962;2269;1,68;2,9;248;29,2;8,2;31,8;611;163;203;89;211;155;2035;620;325;179;29;59;101;622;789;2390;365;920;691;407;270;214;934;68;64;59;57;55;53;32;27;18;19;517;544;584;585;611;2924;3008;2871;2558;2610;30;50;20;0;251;251;250;241;248;2269;2357;2852;2852;2852;2168;;;;;
K46;Willemspark;556;599;514;475;450;74;78;7;8;7;1;2;20.90;0,00;5698;10,1;11,2;31,4;5773;2596;2,19;4,8;610;45,8;8,7;16,0;1292;329;709;292;240;143;2332;1016;637;92;28;49;53;578;1681;3439;617;1354;985;628;447;353;1314;108;72;93;83;82;28;22;15;31;19;1339;1336;1280;1314;1292;4489;4607;4377;4252;4299;20;50;40;1;624;632;612;591;610;2596;2605;2605;2605;2605;2387;;;;;
K47;Museumkwartier;2098;2529;2080;2068;2236;83;90;9;15;9;1;4;27.05;0,00;11517;8,6;18,6;24,5;11939;5909;1,95;4,6;608;37,8;9,6;18,5;2699;521;1149;528;444;317;4257;2161;2140;156;82;53;34;986;3174;7357;1050;2582;1749;1203;927;582;3424;141;133;140;130;129;66;52;75;69;69;2522;2556;2647;2694;2699;10165;10328;10583;10500;10734;30;80;70;4;637;644;619;592;608;5909;5964;5964;5964;5964;5287;;;;;
K48;Stadionbuurt;1013;877;913;813;832;87;97;2;1;1;1;1;26.09;0,00;11541;21,9;14,3;22,3;11823;6434;1,79;3,2;271;16,1;8,8;29,0;1324;546;802;374;602;359;5171;2062;1656;557;146;242;592;1537;2133;6906;936;2484;1918;1133;913;752;3436;177;183;191;160;152;74;85;86;75;62;1094;1134;1170;1188;1324;2920;3010;2892;3008;3105;60;150;60;3;295;287;284;272;271;6434;6536;6536;6536;6536;6269;;;;;
K49;Apollobuurt;869;945;955;873;776;69;64;9;7;7;1;2;5.91;0,00;8644;9,0;17,4;31,6;8849;3863;2,24;5,5;665;50,2;9,3;13,5;1517;456;1096;446;403;219;3008;1508;1508;92;56;51;17;774;2422;5448;850;1922;1400;984;810;490;2188;131;126;89;110;101;61;39;62;45;59;1388;1390;1429;1461;1517;4920;4720;5050;5035;4587;20;50;40;5;716;704;688;664;665;3863;3861;3861;3861;3861;3543;;;;;
K50;Duivelseiland;137;141;147;146;132;83;90;2;1;0;1;1;0,00;0,00;1366;10,2;8,0;15,7;1362;854;1,60;2,9;292;32,3;7,4;25,0;256;74;77;26;44;47;816;173;109;22;13;8;4;139;350;877;148;377;253;156;111;64;257;28;25;18;24;27;3;3;1;4;4;212;219;243;249;256;833;751;744;487;491;10;10;10;0;300;300;291;284;292;854;852;852;852;852;787;;;;;
K52;Scheldebuurt;1300;1346;1261;1497;1269;73;70;8;7;8;4;4;6.30;0,00;14718;10,3;14,1;23,0;16189;7399;1,99;4,0;310;27,1;9,2;21,9;1892;925;1042;423;917;551;6643;2146;2071;314;92;111;229;1515;2844;10359;1311;3533;2519;1479;1102;844;3930;263;298;270;287;284;91;110;138;118;105;1557;1588;1695;1748;1892;4392;4566;4858;4528;4858;60;170;110;5;324;322;312;304;310;7399;7925;8225;8385;8385;7062;;;;;
K53;IJselbuurt;398;508;558;439;443;83;85;3;3;2;1;1;0.80;0,00;5211;19,5;12,0;19,7;5344;2968;1,76;3,4;235;15,8;9,5;31,0;630;215;327;161;324;227;2452;881;624;234;63;127;274;1016;1041;3154;454;1103;863;520;416;321;1534;69;76;72;69;65;39;20;29;26;25;527;555;630;641;630;884;906;982;1011;1027;30;80;40;0;256;255;246;239;235;2968;2970;2970;2970;2970;2797;;;;;
K54;Rijnbuurt;713;668;673;692;550;75;53;10;11;9;0;0;14.44;0,00;9060;18,9;13,4;17,8;9310;5227;1,73;3,1;230;18,9;9,5;34,0;1053;402;507;244;604;369;4235;1486;1213;378;102;124;381;1712;1579;5769;799;1961;1519;876;678;547;2680;145;133;115;137;136;53;66;60;55;68;888;929;960;1019;1053;3637;3827;3859;3704;3837;50;150;70;1;247;247;240;230;230;5227;5262;5262;5262;5262;5055;;;;;
K59;Station Zuid/WTC e.o.;513;512;434;540;565;67;56;1;1;1;0;0;23.22;0,00;1402;15,5;22,4;22,6;1723;696;2,01;4,2;506;75,0;9,1;14,3;594;75;154;54;48;32;497;228;314;14;8;2;4;217;390;795;219;262;190;142;118;61;410;11;11;17;8;17;10;5;13;10;14;629;596;582;574;594;9642;9112;8933;8764;8482;10;10;10;2;564;547;529;510;506;696;878;1155;1228;1228;636;;;;;
K90;Buitenveldert-West;1255;1211;1180;1135;1042;67;56;16;15;15;3;3;51.16;30.88;13659;21,2;24,5;19,1;15409;7933;1,72;3,6;265;37,8;9,5;22,5;1790;548;874;474;722;389;5183;2128;3341;503;133;178;250;2894;3447;7318;1644;3051;1978;1148;1008;602;4228;119;131;147;144;137;182;185;155;167;151;1510;1558;1671;1727;1790;26958;26607;27737;28467;31305;50;130;90;6;272;282;266;254;265;7933;8802;9779;10332;10808;7197;;;;;
K91;Buitenveldert-Oost;711;662;633;651;557;67;51;1;2;1;0;0;70.91;0,00;7790;21,4;30,2;17,1;9088;4586;1,70;3,3;235;32,5;9,9;23,1;879;284;432;223;309;256;2773;1164;2349;269;66;161;150;1669;1944;4177;936;1570;1066;590;509;379;2740;59;52;71;69;71;203;187;182;226;200;596;671;721;789;879;5557;6093;5548;5996;6399;20;60;40;1;269;262;249;238;235;4586;4634;4924;5228;5444;4229;;;;;
M27;Weesperzijde;731;819;723;712;841;122;112;1;1;0;0;0;0.27;0,00;4990;17,4;8,2;18,8;5491;2705;1,84;3,0;276;39,0;7,7;28,0;847;246;341;132;242;212;2626;782;409;178;48;61;207;868;973;3149;423;1203;967;510;387;303;1197;91;78;91;79;88;12;13;15;19;18;803;834;835;838;847;2668;2945;3017;2730;2227;30;60;30;1;278;289;283;271;276;2705;3044;3574;3574;3574;2559;;;;;
M28;Oosterparkbuurt;1424;1379;1253;1249;1197;112;114;22;20;23;2;2;12.96;0,00;10796;35,2;9,4;20,5;11030;6113;1,77;2,8;215;23,9;8,4;35,2;1413;494;730;363;712;528;4883;2069;1017;910;109;552;1098;3801;1729;5266;850;2254;1774;1066;944;873;3035;135;139;144;132;164;41;51;50;60;37;1147;1227;1243;1321;1413;5374;5400;5734;5850;5882;60;150;60;3;228;238;231;217;215;6113;6246;6246;6246;6246;5778;;;;;
M29;Dapperbuurt;1282;1387;1347;1280;1418;141;130;4;4;4;2;2;0.84;0,00;8944;39,5;11,5;20,7;9969;4884;1,83;2,8;216;21,9;8,6;37,2;1098;339;597;386;585;311;3894;1803;1029;799;113;676;1112;3536;1290;4118;697;1662;1428;850;761;747;2799;104;94;91;111;106;62;63;43;72;58;883;914;977;1007;1098;3054;3212;3300;3532;3640;60;120;60;2;220;222;216;209;216;4884;5402;5402;5402;5402;4650;;;;;
M30;Transvaalbuurt;735;719;592;616;597;108;92;10;1;0;1;1;0,00;0,00;9115;45,6;9,0;25,5;9324;4519;2,02;3,0;205;21,2;9,2;33,3;824;409;753;424;754;394;3951;1608;822;867;98;675;1603;4158;1253;3704;630;1723;1447;984;859;821;2651;142;131;113;109;119;33;45;35;43;43;630;667;702;756;824;961;1038;1113;1193;1270;50;130;50;2;215;220;216;207;205;4519;4622;4678;4678;4678;4366;;;;;
M31;Indische Buurt West;1206;1314;1236;1063;992;104;97;6;9;7;1;1;0,00;0,00;12668;47,4;7,6;22,6;13118;6664;1,90;2,7;188;25,8;7,9;34,9;1236;632;973;489;895;527;6303;1880;969;1019;140;1025;2382;6009;1919;4740;1023;2870;2150;1431;1076;1060;3058;193;198;189;186;198;39;37;53;49;51;956;1039;1140;1183;1236;2068;2086;2375;2325;2485;80;180;60;2;191;197;194;186;188;6664;6858;6858;6858;6858;6353;;;;;
M32;Indische Buurt Oost;993;1094;880;782;728;128;123;7;5;6;2;2;33.32;0,00;10156;53,3;11,2;26,8;10157;5103;1,99;2,8;193;19,9;8,5;35,4;825;457;973;493;660;342;4279;1813;1139;943;124;1120;2088;5413;1161;3582;665;1774;1501;1191;982;902;3141;153;148;141;133;124;117;73;84;84;90;620;655;706;762;825;1597;1689;1764;1841;1816;70;120;50;3;198;204;201;192;193;5103;5142;5142;5142;5142;4829;;;;;
M33;Oostelijk Havengebied;1335;1439;1342;1237;1081;72;68;9;7;7;1;1;7.06;0,00;18358;21,0;6,9;32,3;19292;8601;2,13;3,2;315;38,9;8,0;16,5;3214;922;2029;1023;750;319;7834;4216;1265;1071;167;436;788;3858;3237;11263;1005;3136;3109;2566;2343;1568;4631;346;287;263;278;258;38;40;44;37;46;2758;2848;2934;3086;3214;8338;8647;8699;8837;9288;60;300;130;4;341;340;323;301;315;8601;9015;9271;9271;9271;8430;;;;;
M34;Zeeburgereiland/Nieuwe Diep;202;216;192;258;242;101;90;0;0;1;0;0;112.99;0,00;989;20,5;2,7;7,9;3231;475;2,08;1,5;124;8,0;2,4;0;122;17;50;15;312;186;330;52;27;40;32;1;8;203;218;568;297;362;104;38;47;49;92;3;2;0;6;4;2;0;1;1;0;68;82;82;88;122;181;400;347;357;490;0;0;0;1;156;154;111;105;124;475;1809;2600;3353;4428;588;;;;;
M35;IJburg West;302;468;449;480;692;101;90;2;8;8;1;1;2.95;0,00;14234;34,7;3,6;52,3;15556;5373;2,65;3,8;320;48,3;4,8;15,7;1677;972;3042;975;597;224;6245;1661;518;1474;212;438;1302;4945;1944;7345;857;2714;3411;2359;1688;991;2214;307;290;262;216;202;20;21;26;22;23;1147;1375;1508;1611;1677;2355;2891;3133;3214;3359;40;220;40;5;369;367;326;311;320;5373;6119;6119;6119;6173;5102;;;;;
M51;IJburg Zuid;665;666;624;769;451;82;73;0;0;1;;;10.01;0,00;6758;39,6;3,3;49,3;8105;2606;2,59;3,6;294;39,9;3,4;16,7;654;591;1340;388;264;110;3243;598;224;669;86;321;760;2675;931;3152;441;1686;1734;922;680;408;887;114;144;151;127;135;10;8;14;14;15;324;437;530;586;654;824;1015;1176;1343;1538;40;100;20;4;305;308;287;272;294;2606;3264;3264;4114;4489;2503;;;;;
M55;Frankendael;1274;1423;1338;1446;1369;93;106;0;2;4;0;0;35.08;0,00;10383;23,9;14,4;19,7;12069;5763;1,80;2,9;219;15,9;8,7;34,0;977;439;734;343;981;537;4052;1802;1495;557;145;227;707;2479;1653;6251;1356;2000;1340;898;749;720;3320;119;112;98;109;127;121;101;129;106;118;806;850;878;942;977;7199;8123;8101;6800;7675;50;110;70;1;229;231;224;219;219;5763;6047;6414;6433;6433;5437;;;;;
M56;Middenmeer;1067;1185;1100;1173;1052;73;70;5;5;4;2;2;79.75;0,00;15214;12,8;10,4;28,8;15754;7351;2,07;3,6;276;37,4;8,7;18,3;1846;828;1606;686;1885;577;5464;2581;1587;389;115;151;327;1945;2930;10339;1504;3162;2227;1771;1446;974;4130;237;223;207;221;175;53;59;70;73;52;1485;1567;1673;1753;1846;5028;5203;5649;6080;6244;50;180;100;4;314;303;297;274;276;7351;7559;7582;7632;7632;7044;;;;;
M57;Betondorp;200;224;182;179;182;78;58;5;9;5;1;1;24.71;0,00;3176;24,3;24,8;19,0;3283;1950;1,63;3,1;186;12,3;11,0;36,8;232;119;204;114;108;58;1119;665;789;233;27;50;190;772;377;2027;164;423;377;279;249;234;1450;23;30;31;24;35;41;45;47;44;35;182;182;193;213;232;450;592;545;550;572;20;50;20;0;183;203;198;184;186;1950;1960;1960;1960;1960;1902;;;;;
M58;De Omval;647;536;587;619;527;93;106;1;1;1;1;1;30.78;64.57;2909;19,1;5,0;7,1;5623;1727;1,68;1,9;174;13,6;3,0;33,3;555;79;77;37;724;340;1238;269;145;113;103;45;54;555;504;1850;647;1103;404;144;182;155;274;25;16;12;30;25;6;0;3;6;5;495;474;505;544;555;13329;13285;14258;13897;12077;10;10;10;1;169;165;158;156;174;1727;2750;3798;4198;4631;1949;;;;;
M74;IJburg Oost;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;771;4098;0;0;0;0;0;0
N60;Volewijck;1141;1050;968;957;1109;136;115;8;5;4;2;2;27.37;0,00;9679;39,3;11,7;29,5;9877;4835;2,00;3,1;157;10,5;9,7;41,3;826;504;921;449;602;341;3890;1836;1136;729;141;514;1160;3805;1050;4824;578;1746;1536;964;841;784;3230;142;127;116;124;133;57;78;71;75;73;597;663;701;752;826;1789;1884;1835;1817;1967;70;140;60;3;159;166;158;151;157;4835;4904;4904;5264;5389;4665;;;;;
N61;IJplein/Vogelbuurt;737;716;642;701;726;133;134;6;6;4;1;1;22.88;0,00;8226;46,6;10,4;27,5;8318;4071;2,02;3,1;156;18,7;9,6;36,6;687;400;779;404;501;268;3494;1525;856;756;150;403;1235;2544;1025;3366;535;1499;1280;908;787;712;2506;128;126;113;90;109;45;48;49;45;49;519;585;629;643;687;1038;1222;1249;1216;1227;60;120;60;3;170;169;163;158;156;4071;4109;4459;4459;4459;3980;;;;;
N62;Tuindorp Nieuwendam;196;150;160;170;177;103;87;4;5;5;1;1;3.42;0,00;3494;11,8;24,7;28,5;3528;1843;1,90;3,1;176;15,6;13,1;27,8;275;143;266;166;146;71;1058;786;863;118;19;28;82;247;383;2702;144;358;356;332;283;234;1792;27;22;37;32;37;33;37;56;38;37;205;205;213;249;275;413;411;416;463;490;20;50;30;0;195;192;183;174;176;1843;1845;1845;1845;1845;1804;;;;;
N63;Tuindorp Buiksloot;97;72;99;86;117;103;87;0;0;0;1;1;0,00;0,00;1871;17,2;18,8;32,9;1883;912;2,05;3,0;169;14,0;14,5;33,3;98;64;160;94;100;60;584;457;352;94;15;30;65;204;178;1372;71;222;221;147;125;137;948;19;11;17;10;12;28;22;26;18;20;72;76;74;83;98;138;147;130;133;149;20;40;20;0;177;178;172;163;169;912;912;912;912;912;890;;;;;
N64;Nieuwendammerdijk/Buiksloterdijk;153;161;149;152;145;103;87;0;0;0;0;0;8.47;0,00;1689;4,0;14,1;46,0;1739;627;2,69;4,1;387;87,9;13,0;0;295;80;284;109;61;21;504;382;238;5;10;4;9;28;260;1352;46;161;258;226;208;156;624;24;21;19;14;17;8;8;11;5;8;256;256;254;275;295;410;383;378;386;413;0;20;20;0;430;424;403;384;387;627;632;632;632;632;607;;;;;
N65;Tuindorp Oostzaan;583;476;509;474;535;96;82;6;7;7;1;1;20.27;0,00;10876;24,6;17,7;33,9;11720;5011;2,17;3,3;172;27,7;10,9;31,4;640;561;1093;531;515;243;3700;2313;1920;664;107;356;668;1795;1049;7154;479;1319;1384;1079;875;756;4984;130;136;107;102;146;124;125;113;114;99;472;497;544;599;640;1542;1510;1683;1586;1781;70;170;80;2;186;184;176;170;172;5011;5292;5932;5932;5932;4936;;;;;
N66;Oostzanerwerf;570;615;579;549;466;100;88;3;3;3;1;1;21.01;0.33;8739;28,8;14,0;39,4;8815;3688;2,37;3,6;192;43,5;11,8;18,4;558;375;964;522;618;231;2901;1902;1226;656;84;484;546;1770;908;5316;364;1090;1059;918;914;812;3582;103;95;89;101;85;56;64;62;54;51;491;503;523;536;558;1206;1207;1189;1183;1141;40;130;70;2;217;215;201;191;192;3688;3703;3703;3703;3703;3681;;;;;
N67;Kadoelen;191;152;159;175;166;100;88;0;0;0;0;0;28.83;20.65;2843;13,7;17,8;40,4;3219;1161;2,45;3,8;268;56,9;13,7;16,7;258;92;316;142;157;61;872;698;505;106;20;51;76;253;315;2138;108;262;316;310;285;228;1334;18;14;19;26;15;16;16;20;17;20;228;240;239;231;258;416;437;429;414;434;10;30;30;1;298;288;277;265;268;1161;1298;1366;1366;1366;1166;;;;;
N68;Nieuwendam-Noord;782;913;849;882;985;138;146;6;7;7;1;1;64.38;0.57;13058;58,9;12,6;39,7;12361;5358;2,44;3,6;163;31;9,3;26,9;666;844;1673;979;832;344;4747;1993;1646;1411;208;1649;2220;5488;1249;4112;732;2319;2015;1693;1488;1076;3735;198;226;195;193;202;88;79;102;80;96;503;541;563;623;666;1503;1601;1646;1634;1680;90;190;70;5;171;172;163;161;163;5358;5152;5561;5666;5666;5228;;;;;
N69;Buikslotermeer;1440;1648;1576;1498;1307;110;102;6;5;4;1;3;100.56;3.25;13179;42,0;20,1;28,6;14827;6435;2,05;3,5;170;29,9;9,2;26,3;909;704;1325;685;968;404;4387;2061;2650;1150;227;919;1110;3406;1603;6044;984;2379;1827;1423;1224;968;4379;125;171;146;170;155;196;199;182;189;168;748;769;802;835;909;4126;4078;4057;3837;3830;70;150;80;9;176;189;180;171;170;6435;6953;8401;8981;9131;6077;;;;;
N70;Banne Buiksloot;932;900;963;961;902;107;78;7;6;6;2;4;32.07;1.16;13838;50,2;15,9;36,7;14083;5853;2,36;3,5;169;26,5;9,5;28,1;693;697;1746;930;833;344;4616;2467;2207;1299;195;1493;1894;4881;1372;5524;679;2014;1903;1692;1471;1150;4931;168;138;179;146;169;124;120;119;143;135;488;497;562;629;693;2485;2381;2374;2464;2523;80;200;100;4;179;184;174;167;169;5853;5896;6034;6034;6034;5722;;;;;
N71;Buiksloterham;598;548;537;611;669;107;78;0;0;0;0;0;11.52;0,00;1526;17,9;8,3;14,9;4069;867;1,76;2,3;247;20,3;2,7;25,0;1247;73;86;28;205;125;621;262;124;69;27;27;26;149;208;1043;236;555;213;114;113;65;228;16;21;15;16;14;1;1;1;7;2;985;1029;1073;1158;1247;10764;10714;11326;10670;10897;10;10;0;2;162;189;226;222;247;867;2464;4070;5725;6859;886;;;;;
N72;Nieuwendammerham;113;140;118;121;159;0;0;0;0;0;0;0;0.81;1.76;142;17,6;13,4;14,3;451;67;2,12;4,1;212;25,4;7,4;0;496;8;7;2;21;7;54;23;19;7;1;2;2;12;31;86;38;29;17;11;8;8;30;3;1;0;1;3;1;0;0;1;1;480;455;463;485;496;2737;2734;2835;2723;2913;0;0;0;0;0;0;230;218;212;67;212;275;308;332;63;;;;;
N73;Waterland;163;171;204;228;169;90;134;3;2;2;0;0;132.10;1943.10;2164;4,5;19,5;37,4;2282;829;2,61;3,7;437;78,5;14,9;22,2;365;70;240;145;108;40;581;558;422;24;10;10;1;97;193;1874;61;187;273;231;244;193;975;19;10;13;20;10;11;18;12;8;15;322;336;347;360;365;641;674;673;706;729;0;20;10;1;457;465;443;429;437;829;876;876;876;876;859;;;;;
T92;Amstel III/Bullewijk;1466;1499;1618;1888;1878;0;0;0;0;0;0;0;141.04;0.42;280;46,1;2,9;5,9;1510;14;0;4,5;0;50,0;2,3;0;1214;1;4;51;9;10;167;30;8;25;10;3;14;129;88;63;149;74;7;12;15;5;18;0;0;0;0;0;1;0;0;1;1;1189;1135;1162;1197;1214;40378;39962;39840;43749;43262;0;0;0;0;0;0;0;0;0;14;215;885;965;965;29;;;;;
T93;Bijlmer Centrum (D,F,H);2699;2486;2936;2979;2757;121;119;12;12;10;4;4;52.00;0,00;23171;73,7;6,2;30,5;24651;10875;2,13;2,9;123;21,0;7,0;40,0;1403;1269;2535;1301;2392;1050;9011;4170;1443;7624;1426;412;620;17083;2213;3875;2339;5458;3966;2465;2408;2207;4328;371;320;291;314;356;103;106;120;103;89;1043;1183;1257;1310;1403;14903;15087;14723;16065;18751;180;440;160;5;146;145;134;126;123;10875;11698;12562;12933;12933;10481;;;;;
T94;Bijlmer Oost (E,G,K);2191;2040;2020;2295;2067;111;112;17;17;11;3;3;73.19;2.13;26787;69,4;10,8;33,0;27694;11954;2,24;3,4;144;31,0;7,6;36,3;1515;1374;2905;1653;2060;832;9598;5459;2906;8763;1564;246;520;18584;2420;5783;2043;5156;4788;3042;3128;2818;5812;396;368;359;367;345;177;141;167;182;148;1203;1319;1387;1470;1515;3235;3544;3579;3446;3861;200;520;270;11;156;160;157;148;144;11954;12292;13027;13088;13088;11396;;;;;
T95;Nellestein;280;259;325;391;404;120;99;3;3;3;0;0;101.41;21.73;3008;30,2;20,2;20,7;3078;1680;1,79;3,3;138;40,0;9,2;23,5;220;125;236;81;131;71;1112;644;608;406;84;21;21;908;529;1571;229;543;535;300;266;175;960;42;36;32;25;32;56;37;44;48;34;198;211;200;207;220;527;511;688;681;730;20;50;30;1;162;162;149;140;138;1680;1680;1680;1680;1680;1571;;;;;
T96;Holendrecht/Reigersbos;1360;1234;1168;1426;1375;117;114;11;12;10;2;1;53.75;0,00;18271;61,7;13,8;36,1;18405;8355;2,19;3,4;144;23,9;10,3;30,6;879;831;2095;1164;1266;515;5897;3973;2530;6070;957;149;363;11280;1541;5450;1112;2712;2745;1932;1843;1801;6126;228;209;210;187;212;123;132;125;122;140;710;782;809;840;879;2238;2436;2414;2169;2156;110;320;170;5;164;162;153;147;144;8355;8355;8515;8515;8515;8031;;;;;
T97;Gein;628;623;545;650;618;103;85;7;6;6;1;1;62.18;1.35;11560;51,5;10,4;38,2;11571;5134;2,25;3,4;162;38,3;11,2;26,4;570;492;1146;674;741;346;3876;3088;1197;3067;428;57;189;5949;1201;4410;655;1727;1523;1226;1096;1084;4249;134;123;122;113;139;78;84;87;83;86;485;522;534;528;570;1081;1137;1123;1079;1192;60;180;150;5;178;177;170;163;162;5134;5134;5134;5134;5134;4914;;;;;
T98;Driemond;38;43;42;56;53;62;44;0;0;0;0;0;34.18;88.04;1490;8,1;16,7;41,3;1657;626;2,38;3,8;225;51,9;15,8;16,7;117;60;171;94;78;38;430;370;249;61;20;5;17;121;129;1240;58;153;189;177;147;100;666;13;14;13;8;18;9;9;10;6;10;99;107;109;107;117;211;203;190;179;189;10;20;10;2;260;253;242;228;225;626;681;681;681;681;613;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
